Clave,Id,Producto,Precio,PrecioIVA,ClaveProdServ,Detalles,Indicaciones,TiempoEntrega,Duracion,Descripcion
RXROD03P,517,"RX RODILLA 3 POSICIONES (AP, LATERAL, Y OBLICUA)",633.62,735.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXROD04P,515,"RX RODILLA 4 POSICIONES (AP, LATERAL, Y OBLICUAS INTERNA Y EXTERNA)",724.14,840.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXRODCOM1P,514,RX RODILLA COMPARATIVA 1 POSICION (AP),543.10,630.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXRODCOM2P,513,RX RODILLA COMPARATIVA 2 POSICIONES (AP Y LATERAL),633.62,735.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXRODCOM3P,512,"RX RODILLA COMPARATIVA 3 POSICIONES (AP, LATERAL Y OBLICUA)",724.14,840.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXRODCOM4P,511,"RX RODILLA COMPARATIVA 4 POSICIONES (AP, LATERAL, Y OBLICUA INTERNA)",814.66,945.01,85121808 - Servicios de laboratorios de rayos x,,,,,
RXSACROCOCCIX,510,RX SACROCOCCIX,633.62,735.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXSCHSTENU,509,RX SCHULLER & STENVERS (UNILATERAL),543.10,630.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXSCHSTENB,508,RX SCHULLER & STENVERS COMPARATIVA,633.62,735.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXSCHULUNI,507,RX SCHULLER (UNILATERAL),452.59,525.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXSCHULBIL,506,RX SCHULLER COMPARATIVA,543.10,630.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXCRASPN,504,RX SENOS PARANASALES,633.62,735.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXSERIEEGD,503,RX SERIE ESOFAGO GASTRO DUODENAL,2081.90,2415.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXSROSMETS,447,RX SERIE OSEA METASTASICA,1900.86,2205.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXSIALOGRA,446,RX SIALOGRAFIA PAROTIDA (GLANDULAS SALIVALES),1448.28,1680.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXCRASILLA,445,RX SILLA TURCA (POSICION LATERAL),452.59,525.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXSTENUNI,444,RX STENVERS (UNILATERAL),452.59,525.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXSTENBI,443,RX STENVERS COMPARATIVA,543.10,630.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXTOB01P,442,RX TOBILLO 1 POSICION (AP),452.59,525.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXTOB02P,441,RX TOBILLO 2 POSICIONES (AP Y LATERAL),543.10,630.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXTOB03P,440,"RX TOBILLO 3 POSICIONES (AP, LATERAL Y OBLICUA)",633.62,735.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXTOBCOM1P,439,RX TOBILLO COMPARATIVO 1 POSICION (AP),543.10,630.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXTOBCOM2P,438,RX TOBILLO COMPARATIVO 2 POSICIONES (AP Y LATERAL),633.62,735.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXTOBCOM3P,437,"RX TOBILLO COMPARATIVO 3 POSICIONES (AP, LATERAL Y OBLICUA)",724.14,840.00,85121808 - Servicios de laboratorios de rayos x,,,,,
COMRXAD,436,RX TOMA ADICIONAL,90.52,105.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXDOMI,435,RX TOMA SIMPLE A DOMICILIO,1086.21,1260.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXTORAX2P,434,RX TORAX 2 POSICIONES (PA Y LATERAL),543.10,630.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXTXOSE01P,433,RX TORAX OSEO 1 POSICION  AP O PA,452.59,525.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXTXOSE02P,432,RX TORAX OSEO 2 POSICIONES (AP O PA Y OBLICUA),543.10,630.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXTXOSE03P,431,RX TORAX OSEO 3 POSICIONES (AP O PA Y OBLICUAS),633.62,735.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXTORAXPA,430,RX TORAX PA,452.59,525.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXTRANINT,429,RX TRANSITO INTESTINAL,1810.34,2099.99,85121808 - Servicios de laboratorios de rayos x,,,,,
RXURERETRO,428,RX URETROGRAFIA RETROGRADA,2081.90,2415.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXUROANE,427,RX UROGRAFIA CON ANESTESIA GRAL,4073.28,4725.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXUROEXCRE,426,RX UROGRAFIA EXCRETORA,2262.93,2625.00,85121808 - Servicios de laboratorios de rayos x,,,,,
RXUROEXCRL,425,RX UROGRAFIA EXCRETORA + LAB,2489.22,2887.50,85121808 - Servicios de laboratorios de rayos x,,,,,
RXFULSPN1P,688,RXCOLUMNA COMPLETA (FULL BODY) 1 POSICION AP O PA,724.14,840.00,85121808 - Servicios de laboratorios de rayos x,,,,,
SERCARD,424,SERIE CARDIACA,905.17,1050.00,85121808 - Servicios de laboratorios de rayos x,,,,,
TACANEST,423,TAC ANESTESISTA TOMOGRAFIA,1810.34,2099.99,85121808 - Servicios de laboratorios de rayos x,,,,,
TACDENTCUAD,419,TC DENTAL POR CUADRANTE,706.03,818.99,85121808 - Servicios de laboratorios de rayos x,,,,,
OTTACMCZFAC,846,TC MACIZO FACIAL,1357.76,1575.00,85121808 - Servicios de laboratorios de rayos x,,,,,
OTTACMAXINF,385,TC MAXILAR INF,1357.76,1575.00,85121808 - Servicios de laboratorios de rayos x,,,,,
OTTACMAXATM,384,TC MAXILAR SUP./INF./ATM.,1357.76,1575.00,85121808 - Servicios de laboratorios de rayos x,,,,,
OTTACMAXDOS,848,TC MAXILARES AMBOS (BOCA ABIERTA),1357.76,1575.00,85121808 - Servicios de laboratorios de rayos x,,,,,
OTOIDNTSIM,847,TC OIDO INTERNO SIMPLE,1616.38,1875.00,85121808 - Servicios de laboratorios de rayos x,,,,,
OTTACSENPAR,382,TC SENOS PARANASALES SIMPLE,1357.76,1575.00,85121808 - Servicios de laboratorios de rayos x,,,,,
TACABDCON,377,TOMO ABDOMEN CONTRASTADA,3892.24,4515.00,85121808 - Servicios de laboratorios de rayos x,,,,,
TACABDSIM,376,TOMO ABDOMEN SIMPLE,3032.33,3517.50,85121808 - Servicios de laboratorios de rayos x,,,,,
TACANGCRPW,786,TOMO ANGIO CEREBRAL + RECONSTRUCCION 3D DE POLIGONOS DE WILLIS,5172.41,6000.00,85121808 - Servicios de laboratorios de rayos x,,,,,
TACANGTRAH,375,TOMO ANGIO DE TRONCOS SUPRA AORTICOS,4344.83,5040.00,85121808 - Servicios de laboratorios de rayos x,,,,,
TACAHABD,374,TOMO ANGIO TOMOGRAFIA DE AORTA ABDOMINAL CONTRASTADA,5612.07,6510.00,85121808 - Servicios de laboratorios de rayos x,,,,,
TACANAB,373,TOMO ANGIOTAC ABDOMEN,5612.07,6510.00,85121808 - Servicios de laboratorios de rayos x,,,,,
TACANABTR,372,TOMO ANGIOTAC ABDOMEN Y TORAX,7422.41,8610.00,85121808 - Servicios de laboratorios de rayos x,,,,,
TACAOR,371,TOMO ANGIOTAC AORTA ABD,5612.07,6510.00,85121808 - Servicios de laboratorios de rayos x,,,,,
TACCORCON00,370,TOMO ANGIOTAC ART CORONARIA,13306.03,15434.99,85121808 - Servicios de laboratorios de rayos x,,,,,
TACANGAR,368,TOMO ANGIOTAC ARTERIAS RENALES,6064.66,7035.01,85121808 - Servicios de laboratorios de rayos x,,,,,
TACANGIO,367,TOMO ANGIOTAC DE CORAZON,6653.02,7717.50,85121808 - Servicios de laboratorios de rayos x,,,,,
TACANGCR,366,TOMO ANGIOTAC DE CRANEO,4344.83,5040.00,85121808 - Servicios de laboratorios de rayos x,,,,,
TACMIINF,365,TOMO ANGIOTAC DE MIEMBROS INFERIORES CONTRASTADA,6290.95,7297.50,85121808 - Servicios de laboratorios de rayos x,,,,,
TACANTR,364,TOMO ANGIOTAC TORAX,5612.07,6510.00,85121808 - Servicios de laboratorios de rayos x,,,,,
TACANGVASC,363,TOMO ANGIOTOMOGRAFIA VASOS CUELLO,4951.29,5743.50,85121808 - Servicios de laboratorios de rayos x,,,,,
TACURG,355,TOMO CARGO POR URGENCIA,452.59,525.00,85121808 - Servicios de laboratorios de rayos x,,,,,
TACCOLCER,782,TOMO COL CERVICAL CONTRASTADA,4392.24,5095.00,85121808 - Servicios de laboratorios de rayos x,,,,,
TACCERSIM,354,TOMO COL CERVICAL SIMPLE,3530.17,4095.00,85121808 - Servicios de laboratorios de rayos x,,,,,
TACCOLOTAC,911,TOMO COLO TAC SIMPLE,3447.41,3999.00,85121808 - Servicios de laboratorios de rayos x,,,,,
TACCOLDORS,353,TOMO COLUMNA DORSAL SIMPLE,3530.17,4095.00,85121808 - Servicios de laboratorios de rayos x,,,,,
TACCOLLUMC,352,TOMO COLUMNA LUMBAR CONTRASTADA,4435.34,5144.99,85121808 - Servicios de laboratorios de rayos x,,,,,
TACCOLLUM,351,TOMO COLUMNA LUMBAR SIMPLE,3530.17,4095.00,85121808 - Servicios de laboratorios de rayos x,,,,,
TACCRNCON,350,TOMO CRANEO CONTRASTADA,4344.83,5040.00,85121808 - Servicios de laboratorios de rayos x,,,,,
TACCRNSMP,349,TOMO CRANEO SIMPLE,3439.66,3990.01,85121808 - Servicios de laboratorios de rayos x,,,,,
TACCRACUC,348,TOMO CRANEO Y CUELLO CONTRASTADA,5702.59,6615.00,85121808 - Servicios de laboratorios de rayos x,,,,,
TACCRACUS,779,TOMO CRANEO Y CUELLO SIMPLE,5085.34,5898.99,85121808 - Servicios de laboratorios de rayos x,,,,,
TACCUELLCON,347,TOMO CUELLO CONTRASTADO,4344.83,5040.00,85121808 - Servicios de laboratorios de rayos x,,,,,
TACCUELLSIM,344,TOMO CUELLO SIMPLE,3439.66,3990.01,85121808 - Servicios de laboratorios de rayos x,,,,,
TACMANO,421,TOMO DE MANO SIMPLE,1799.00,2086.84,85121808 - Servicios de laboratorios de rayos x,,,,,
TACMUNECA,420,TOMO DE MUÑECA SIMPLE,1799.00,2086.84,85121808 - Servicios de laboratorios de rayos x,,,,,
TACTOBILLO,379,TOMO DE TOBILLO SIMPLE,1799.00,2086.84,85121808 - Servicios de laboratorios de rayos x,,,,,
TACEXTRCON,343,TOMO EXTREMIDADES CONTRASTADAS,4525.86,5250.00,85121808 - Servicios de laboratorios de rayos x,,,,,
TACEXTRSIM,341,TOMO EXTREMIDADES SIMPLE,3620.69,4200.00,85121808 - Servicios de laboratorios de rayos x,,,,,
TACMASSMP,780,TOMO MASTOIDES SIMPLE,1799.00,2086.84,85121808 - Servicios de laboratorios de rayos x,,,,,
TACOIDOC,339,TOMO OIDO CONTRASTADA,3077.59,3570.00,85121808 - Servicios de laboratorios de rayos x,,,,,
TACOIDOS,337,TOMO OIDO SIMPLE,1799.00,2086.84,85121808 - Servicios de laboratorios de rayos x,,,,,
TCORBCON,334,TOMO ORBITAS CONTRASTADA,4344.83,5040.00,85121808 - Servicios de laboratorios de rayos x,,,,,
TCORBSIN,333,TOMO ORBITAS SIMPLE,3439.66,3990.01,85121808 - Servicios de laboratorios de rayos x,,,,,
TACPAROC,331,TOMO PAROTIDAS CONTRASTADA,4344.83,5040.00,85121808 - Servicios de laboratorios de rayos x,,,,,
TACPAROS,328,TOMO PAROTIDAS SIMPLE,3439.66,3990.01,85121808 - Servicios de laboratorios de rayos x,,,,,
TACPELCON,325,TOMO PELVIS CONTRASTADA,3892.24,4515.00,85121808 - Servicios de laboratorios de rayos x,,,,,
TACPELSIM,323,TOMO PELVIS SIMPLE,3032.33,3517.50,85121808 - Servicios de laboratorios de rayos x,,,,,
TOMOREIMP,321,TOMO REIMPRESION DE ESTUDIOS TOMO,181.03,209.99,85121808 - Servicios de laboratorios de rayos x,,,,,
TACRENCON,320,TOMO RENAL CONTRASTADA,4254.31,4935.00,85121808 - Servicios de laboratorios de rayos x,,,,,
TACRENSIM,319,TOMO RENAL SIMPLE,3077.59,3570.00,85121808 - Servicios de laboratorios de rayos x,,,,,
TACCALC,318,TOMO SCORE DE CALCIO,2715.52,3150.00,85121808 - Servicios de laboratorios de rayos x,,,,,
TACSPNCON,317,TOMO SENOS PARANASALES CONTRASTADA,3077.59,3570.00,85121808 - Servicios de laboratorios de rayos x,,,,,
TACSPNSIM,316,TOMO SENOS PARANASALES SIMPLE,1538.79,1785.00,85121808 - Servicios de laboratorios de rayos x,,,,,
TACSILLTC,315,TOMO SILLA TURCA CONTRASTADA,4344.83,5040.00,85121808 - Servicios de laboratorios de rayos x,,,,,
TACSILLTS,314,TOMO SILLA TURCA SIMPLE,3439.66,3990.01,85121808 - Servicios de laboratorios de rayos x,,,,,
TACCOLON,789,TOMO TOMOGRAFIA DE COLON,5357.76,6215.00,85121808 - Servicios de laboratorios de rayos x,,,,,
TACTRXCONT,313,TOMO TORAX CONTRASTADA,4525.86,5250.00,85121808 - Servicios de laboratorios de rayos x,,,,,
TACTRXSIMP,312,TOMO TORAX SIMPLE,3620.69,4200.00,85121808 - Servicios de laboratorios de rayos x,,,,,
TACTORABD,311,TOMO TORAX Y ABDOMEN CONTRASTADA,6064.66,7035.01,85121807 - Servicios de laboratorios de ultrasonido,,,,,
TACTRXASIMP,781,TOMO TORAX Y ABDOMEN SIMPLE,5202.59,6035.00,85121808 - Servicios de laboratorios de rayos x,,,,,
USABDSUP,310,US ABDOMEN SUPERIOR,905.17,1050.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USABDPEL,309,US ABDOMINOPELVICO,995.69,1155.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USABDOREC,308,US ABDOMINOPELVICO Y ENDORECTAL,995.69,1155.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USABDENDO,307,US ABDOMINOPELVICO Y ENDOVAGINAL,995.69,1155.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USASPMAMA,989,US ASPIRACION DE MAMA,2241.38,2600.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USDOPABD,304,US DOPPLER ABDOMINAL,995.69,1155.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USDOPA1P,932,US DOPPLER ARTERIAL 1 EXTREMIDAD,2155.17,2500.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USDOPA2P,935,US DOPPLER ARTERIAL 2 EXTREMIDADES,2586.21,3000.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USDOPAV1P,933,US DOPPLER ARTERIAL Y VENOSO 1 EXTREMIDAD,3017.24,3500.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USDOPAV2P,934,US DOPPLER ARTERIAL Y VENOSO 2 EXTREMIDADES,3448.28,4000.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USDOPCAROT,303,US DOPPLER CAROTIDAS,995.69,1155.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USDOPESC,302,US DOPPLER ESCROTAL,905.17,1050.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USDOPMAM,301,US DOPPLER MAMARIO,905.17,1050.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USDOPMUS,296,US DOPPLER MUSCULAR,905.17,1050.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USDOPOBS,295,US DOPPLER OBSTETRICO,995.69,1155.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USDOPSUPU,294,US DOPPLER SUPRAPUBICO,905.17,1050.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USDOPTEST,293,US DOPPLER TESTICULAR,905.17,1050.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USDOPV1P,931,US DOPPLER VENOSO 1 EXTREMIDAD,2155.17,2500.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USDOPV2P,936,US DOPPLER VENOSO 2 EXTREMIDADES,2586.21,3000.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USGELA,292,US ELASTOGRAFIA HEPATICA,3439.66,3990.01,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USENDOREC,291,US ENDORECTAL,905.17,1050.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USGESCART,281,US ESCANEO DE ARTICULACIONES,1810.34,2099.99,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USESCROTO,278,US ESCROTO,905.17,1050.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USMABIOP,276,US GUIA DE BIOPSIA (BRT),905.17,1050.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USMAMARIO,274,US MAMARIO,905.17,1050.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USMABIOPL,272,US MARCAJE DE BIOPSIA EXTERNO + LAB,1122.41,1302.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USMUSCULAR,270,US MUSCULAR Y ESQUELETICO,905.17,1050.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USOBS4D,269,US OBSTETRICO,995.69,1155.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USOBSENDO,267,US OBSTETRICO ENDOVAGINAL,995.69,1155.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USOBSSUP,265,US OBSTETRICO SUPRAPUBICO,995.69,1155.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USPELENDO,263,US PELVICO ENDOVAGINAL,905.17,1050.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USPELSUPRA,259,US PELVICO SUPRAPUBICO,905.17,1050.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USPERFIL,258,US PERFIL BIOFISICO,905.17,1050.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USPILORO,256,US PILORO,905.17,1050.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USPROENDODO,254,US PROSTATICO DOPPLER,905.17,1050.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USPROENDO,250,US PROSTATICO ENDORECTAL,905.17,1050.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USPROSUPR,248,US PROSTATICO SUPRAPUBLICO,905.17,1050.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USPUNMAM,247,US PUNCION DE QUISTE MAMARIO (LICB),905.17,1050.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USRENAL,246,US RENAL,905.17,1050.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USRENDOP,245,US RENAL DOPPLER,905.17,1050.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USSEGFOLI,244,US SEGUIMIENTO FOLICULAR,1086.21,1260.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USSONOHIST,242,US SONOHISTEROGRAFIA,1665.52,1932.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USTEST,240,US TESTICULAR,905.17,1050.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USTABIOP,237,US TOMA ADICIONAL DE BIOPSIA TRUCUT,2262.93,2625.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USMABIOL,233,US TOMA ADICIONAL DE BIOPSIA TRUCUT + LAB,2625.00,3045.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USTRANSFON,231,US TRANSFONTANELAR,905.17,1050.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USGTIRO,229,US ULTRASONIDO DE TIROIDES / CUELLO,905.17,1050.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USDPEVAG,227,US ULTRASONIDO DOPPLER ENDOVAGINAL,905.17,1050.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USINGBIL,225,US ULTRASONIDO INGUINAL BILATERAL,995.69,1155.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USMUSCBIL,223,US ULTRASONIDO MUSCULAR BILATERAL,995.69,1155.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USVIASURI,219,US VIAS URINARIAS,905.17,1050.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
COMUSG,218,USG COMPLEMENTO,452.59,525.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
COMUSGABD,215,USG COMPLEMENTO ABDOMINOPELVICO,90.52,105.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
COMUSGCOM,213,USG COMPLEMENTO COMPARATIVO,452.59,525.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
COMUSGDOP,210,USG COMPLEMENTO DOPPLER,452.59,525.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
COMOBSVL,209,USG COMPLEMENTO OBSTETRICO,452.59,525.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
COMUSGSEN,206,USG COMPLEMENTO SENCILLO,226.29,262.50,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USGDOPPELV,204,USG DOPPLER PELVICO GINECOLOGICO,90517.00,104999.72,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USGDOPTIR,195,USG DOPPLER TIROIDES,905.17,1050.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USGPENE,194,USG ULTRASONIDO DE PENE CON VASO ACTIVO,1357.76,1575.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USGPENED,193,USG ULTRASONIDO DE PENE DOPPLER SIN VASO ACTIVO,905.17,1050.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
USGPENE2,192,USG ULTRASONIDO DE PENE SIN VASO ACTIVO,905.17,1050.00,85121807 - Servicios de laboratorios de ultrasonido,,,,,
